propertyId,propertyName,secondary_property_type,primary_property_type,latitude,longitude,year_built,address_1,state_abbreviated,msa_code,zip_code,county_name,size,size_field,valuation,population10,income10
10073413,The Hit Factory,Other Retail,Other Retail,40.76666,-73.98824,,421 West 54th Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10019-4412,New York,12327.0,sqft,879.595469737874,7588125.0,67549.0
10078402,Laurel Commercial Condominiums,Multi-Use,Multi-Use,40.76429,-73.95804,,400 East 67th Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10065-6324,New York,58750.0,sqft,812.961010987344,7773330.0,68224.0
10078404,ICON Garage,Parking Facility,Specialty,40.77927,-73.98793,,200 Riverside Boulevard,NY,"New York-Newark-Jersey City, NY-NJ-PA",10069-0901,New York,284.0,number_of_parking_spaces,36920.8709539269,7336241.0,68124.0
10083063,Times Square 9,Office,Office,40.75532,-73.9878,,200 West 41st Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10018,New York,167390.0,sqft,631.807483434249,7708176.0,67680.0
10087786,William Street 123,Office,Office,40.70928,-74.00697,,123 William Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10038-3804,New York,542676.0,sqft,537.951492107094,7001287.0,70597.0
10112917,Avenue of the Americas 1140,Office,Office,40.75616,-73.98269,,1140 Avenue of the Americas,NY,"New York-Newark-Jersey City, NY-NJ-PA",10036-5803,New York,242466.0,sqft,686.474666944622,7754088.0,67803.0
125557,Highridge Plaza,Shopping Center,Shopping Center,40.96003,-73.84275,1977.0,1789 Central Park Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10710-2839,Westchester,88501.0,sqft,350.855444505494,405355.0,85660.0
10002048,Farrell Road 264,Cold Storage Unit,Industrial,43.116805,-76.26797,1960.0,264 Farrell Road,NY,"Syracuse, NY",13209-1861,Onondaga,573108.0,sqft,57.6402079446708,344026.0,58296.0
10002107,Steamboat Boulevard 60,Cold Storage Unit,Industrial,40.037625,-76.721596,1994.0,60 Steamboat Boulevard,PA,"York-Hanover, PA",17345-9335,York,387855.0,sqft,93.1727677012,261228.0,58719.0
10002113,Hempland Road 3800,Cold Storage Unit,Industrial,40.042672,-76.418598,1993.0,3800 Hempland Road,PA,"Lancaster, PA",17554-1500,Lancaster,219379.0,sqft,94.4274180939628,308372.0,61702.0
10002129,Willow Springs Lane 380,Cold Storage Unit,Industrial,40.041852,-76.739876,1987.0,380 Willow Springs Lane,PA,"York-Hanover, PA",17406-8400,York,159480.0,sqft,63.0309559211263,251382.0,58693.0
10144256,Mill Road,Cold Storage Unit,Industrial,40.58889,-75.61351,1976.0,651 Mill Road,PA,"Allentown-Bethlehem-Easton, PA-NJ",18106-3128,Lehigh,593176.0,sqft,85.3282586163435,334968.0,63644.0
10144257,Gouldsboro,Cold Storage Unit,Industrial,41.26667,-75.50043,2006.0,91 1st Avenue,PA,"Scranton--Wilkes-Barre--Hazleton, PA",18424-7801,Lackawanna,351405.0,sqft,105.293830748976,39282.0,63435.0
10144258,Hatfield,Cold Storage Unit,Industrial,40.29156,-75.30065,1983.0,2525 Bergey Road,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19440-1703,Montgomery,448815.0,sqft,144.590912587114,367119.0,96333.0
10144259,Leesport,Cold Storage Unit,Industrial,40.4434,-75.95975,1993.0,41 Orchard Lane,PA,"Reading, PA",19533-8601,Berks,315100.0,sqft,89.7131988923643,251690.0,53641.0
38785,Park Towne Place,Multifamily,Multifamily,39.96109,-75.17675,1959.0,2200 Benjamin Franklin Parkway,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19130-3601,Philadelphia,940.0,number_of_units,273537.68973165,2198393.0,56994.0
39015,The Sterling Apartment Homes,Multifamily,Multifamily,39.95446,-75.17023,1961.0,1815 John F Kennedy Boulevard,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19103-1731,Philadelphia,534.0,number_of_units,249643.432495435,2191276.0,56525.0
52938,Riverloft,Multifamily,Multifamily,39.95096,-75.17885,1910.0,2300 Walnut Street,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19103-5552,Philadelphia,184.0,number_of_units,165328.811452294,2162054.0,56580.0
67657,AIMCO 311 & 313 East 73rd Street,Multifamily,Multifamily,40.76927,-73.95691,1904.0,311/313 East 73rd Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10021-3754,New York,34.0,number_of_units,337832.806012727,7719583.0,68247.0
69209,AIMCO 181-199 Columbus Avenue,Multifamily,Multifamily,40.77491,-73.98037,1880.0,181-199 Columbus Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10023-5103,New York,59.0,number_of_units,704029.507231361,7486760.0,67928.0
71879,AIMCO 236 & 238 East 88th Street/Second Avenue,Multifamily,Multifamily,40.77922,-73.95116,1900.0,236/238 East 88th Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10128-3303,New York,43.0,number_of_units,449398.344587195,7542399.0,68748.0
72115,AIMCO 165-173 East 90th Street,Multifamily,Multifamily,40.78178,-73.95249,1910.0,165-173 East 90th Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10128-2344,New York,72.0,number_of_units,566604.238696062,7484007.0,68875.0
73545,AIMCO 240 West 73rd Street,Multifamily,Multifamily,40.77971,-73.98262,1900.0,240 West 73rd Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10023-2700,New York,200.0,number_of_units,697679.325919857,7365783.0,68213.0
74052,AIMCO 306 East 89th Street,Multifamily,Multifamily,40.77942,-73.94974,1930.0,306 East 89th Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10128-5003,New York,20.0,number_of_units,372233.668434414,7542720.0,68764.0
76324,AIMCO 1582 First Avenue,Multifamily,Multifamily,40.77442,-73.95088,1900.0,1582 1st Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10028-4215,New York,17.0,number_of_units,466013.147282599,7648735.0,68447.0
77294,AIMCO 510 East 88th Street,Multifamily,Multifamily,40.7768,-73.94551,1900.0,510 East 88th Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10128-7725,New York,20.0,number_of_units,387192.361575461,7610128.0,68649.0
77295,AIMCO 452 East 78th Street,Multifamily,Multifamily,40.77071,-73.95128,1900.0,452 East 78th Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10075-1647,New York,12.0,number_of_units,432692.219230029,7713169.0,68293.0
77797,Chestnut Hall,Multifamily,Multifamily,39.95497,-75.20032,1923.0,3900 Chestnut Street,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19104-3120,Philadelphia,315.0,number_of_units,71253.8979786326,2113475.0,57348.0
10037835,AIMCO 118-122 West 23rd Street,Multifamily,Multifamily,40.74301,-73.99375,1987.0,118-122 West 23rd Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10011,New York,42.0,number_of_units,1000599.97897187,7670008.0,67829.0
10067927,AIMCO 234 East 88th Street,Multifamily,Multifamily,40.77926,-73.95142,1900.0,234 East 88th Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10128-3306,New York,20.0,number_of_units,597799.993586478,7541744.0,68744.0
10067928,AIMCO 518 East 88th Street,Multifamily,Multifamily,40.77663,-73.9452,1900.0,518 East 88th Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10128-7509,New York,20.0,number_of_units,576912.175500637,7611711.0,68639.0
10152838,Locust on the Park,Multifamily,Multifamily,39.95008,-75.18076,1999.0,201 South 25th Street,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19103-6002,Philadelphia,152.0,number_of_units,187840.79626312,2153855.0,56586.0
10152839,777 South Broad Street,Multifamily,Multifamily,39.94127,-75.16567,2010.0,777 South Broad Street,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19147-2504,Philadelphia,146.0,number_of_units,249551.711965269,2163394.0,56124.0
10152840,SouthStar Lofts,Multifamily,Multifamily,39.9439,-75.16512,2014.0,521 South Broad Street,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19147-1027,Philadelphia,85.0,number_of_units,239554.189533932,2171400.0,56157.0
10152841,The Left Bank,Multifamily,Multifamily,39.95245,-75.18734,2001.0,3131 Walnut Street,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19104-3415,Philadelphia,282.0,number_of_units,121205.73745653,2145088.0,56802.0
10002769,Hampton Inn-Pittsburgh,Limited-Service Hotel,Hotel,40.43602,-79.963081,1991.0,3315 Hamlet Place,PA,,15213-4235,Allegheny,132.0,number_of_rooms,181818.261921875,898635.0,56656.0
10013934,Courtyard-Malvern,Limited-Service Hotel,Hotel,40.056252,-75.529556,2007.0,280 Old Morehall Road,PA,,19355,Chester,127.0,number_of_rooms,213516.225465488,406457.0,110528.0
10013936,Courtyard-Collegeville,Limited-Service Hotel,Hotel,40.159454,-75.473251,2005.0,600 Campus Drive,PA,,19426-4901,Montgomery,132.0,number_of_rooms,190114.620851756,424706.0,97509.0
10014209,Courtyard-West Orange,Limited-Service Hotel,Hotel,40.79557,-74.253822,2005.0,8 Rooney Circle,NJ,,07052-3302,Essex,131.0,number_of_rooms,218752.608054908,1713416.0,79721.0
10020095,Homewood Suites-Mount Laurel,Extended Stay Hotel,Hotel,39.940426,-74.95594,2006.0,1422 Nixon Drive,NJ,,08054-4261,Burlington,118.0,number_of_rooms,172387.607231361,1088241.0,65475.0
92576,Homewood Suites-Mahwah,Extended Stay Hotel,Hotel,41.086288,-74.156464,2001.0,375 Corporate Drive,NJ,,07430-2002,Bergen,110.0,number_of_rooms,323705.302783806,542938.0,120463.0
92575,Homewood Suites-Cranford,Extended Stay Hotel,Hotel,40.641071,-74.287621,2000.0,2 Jackson Drive,NJ,,07016-3602,Union,108.0,number_of_rooms,333123.088635471,1761413.0,81675.0
10002620,Hilton Garden Inn-Ronkonkoma,Limited-Service Hotel,Hotel,40.787861,-73.122536,2003.0,3485 Veterans Memorial Highway,NY,,11779-7629,Suffolk,165.0,number_of_rooms,323614.140102863,710447.0,99398.0
10002738,Courtyard-Somerset,Limited-Service Hotel,Hotel,40.534161,-74.524658,2002.0,250 Davidson Avenue,NJ,,08873-4115,Somerset,162.0,number_of_rooms,209461.828431099,727067.0,95503.0
10003641,Renaissance-New York,Full-Service Hotel,Hotel,40.760868,-73.969391,1916.0,130 East 57th Street,NY,,10022-2726,New York,205.0,number_of_rooms,230564.922194508,7777858.0,68072.0
10102095,Courtyard-Syracuse,Limited-Service Hotel,Hotel,43.04897,-76.15616,2013.0,300 West Fayette Street,NY,"Syracuse, NY",13202-1202,Onondaga,102.0,number_of_rooms,169352.13122329,377616.0,60887.0
10102096,Residence Inn-Syracuse,Extended Stay Hotel,Hotel,43.04895,-76.15601,2013.0,300 West Fayette Street,NY,"Syracuse, NY",13202-1202,Onondaga,78.0,number_of_rooms,211096.327364783,377549.0,60887.0
71114,Sheraton-Bucks County,Full-Service Hotel,Hotel,40.183592,-74.869272,1986.0,400 Oxford Valley Road,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19047-8306,Bucks,186.0,number_of_rooms,132069.475388111,701958.0,76615.0
10018218,Hilton-Parsippany,Full-Service Hotel,Hotel,40.84097,-74.45498,,1 Hilton Court,NJ,"New York-Newark-Jersey City, NY-NJ-PA",07054-4403,Morris,353.0,number_of_rooms,204411.354189063,439361.0,134094.0
10018222,Hyatt Regency-Wind Watch Long Island,Full-Service Hotel,Hotel,40.815063,-73.171059,,1717 Motor Parkway,NY,,11788-5217,Suffolk,358.0,number_of_rooms,142683.213637378,773715.0,103379.0
10018268,Hampton Inn-Parsippany,Limited-Service Hotel,Hotel,40.84174,-74.45557,,1 Hilton Court,NJ,"New York-Newark-Jersey City, NY-NJ-PA",07054-4403,Morris,152.0,number_of_rooms,216872.558841287,436501.0,133735.0
80399,Westin-Princeton,Full-Service Hotel,Hotel,40.355724,-74.611176,,201 Village Boulevard,NJ,,08540-5737,Middlesex,296.0,number_of_rooms,236907.706990016,378928.0,118232.0
10097751,Hampton Inn-Pittsburgh Washington,Limited-Service Hotel,Hotel,40.22026,-80.2059,,475 Johnson Road,PA,"Pittsburgh, PA",15301-8913,Washington,103.0,number_of_rooms,159270.094745043,143781.0,77279.0
10097752,Hampton Inn-Pittsburgh Waterfront,Limited-Service Hotel,Hotel,40.40706,-79.92016,,301 West Waterfront Drive,PA,"Pittsburgh, PA",15120-1096,Allegheny,113.0,number_of_rooms,172174.783677599,884024.0,55735.0
10097754,Homewood Suites-Pittsburgh Southpointe,Extended Stay Hotel,Hotel,40.2759,-80.16845,,3000 Horizon Vue Drive,PA,"Pittsburgh, PA",15317-7539,Washington,148.0,number_of_rooms,184735.263532516,261845.0,77123.0
4412,Avalon Princeton Junction,Multifamily,Multifamily,40.297514,-74.641598,1988.0,1000 Jamie Brooks Lane,NJ,"Trenton, NJ",08550-5335,Mercer,512.0,number_of_units,232273.979562709,478431.0,90083.0
4417,Avalon Green I,Multifamily,Multifamily,41.054377,-73.831966,1995.0,500 Town Green Drive,NY,"New York-Newark-Jersey City, NY-NJ-PA",10523-1571,Westchester,105.0,number_of_units,218053.6451072,838824.0,117137.0
4421,Eaves Lawrenceville,Multifamily,Multifamily,40.28671,-74.68093,1994.0,1000 Town Court South,NJ,"Trenton, NJ",08648-4700,Mercer,632.0,number_of_units,110092.585987787,470499.0,91159.0
11340,Avalon Cove,Multifamily,Multifamily,40.722946,-74.034994,1997.0,444 Washington Boulevard,NJ,"New York-Newark-Jersey City, NY-NJ-PA",07310-1901,Hudson,504.0,number_of_units,178334.629274198,6939761.0,70265.0
17248,Avalon Towers,Multifamily,Multifamily,40.584315,-73.664421,1990.0,10 West Broadway,NY,"New York-Newark-Jersey City, NY-NJ-PA",11561-4008,Nassau,109.0,number_of_units,279075.661043604,1030908.0,96081.0
18124,Avalon Commons,Multifamily,Multifamily,40.851319,-73.169526,1997.0,313 Avalon Circle,NY,"New York-Newark-Jersey City, NY-NJ-PA",11787-3858,Suffolk,312.0,number_of_units,198618.023976711,741846.0,104302.0
23008,Avalon Court,Multifamily,Multifamily,40.761919,-73.413351,1997.0,100 Court North Drive,NY,"New York-Newark-Jersey City, NY-NJ-PA",11747-8100,Suffolk,494.0,number_of_units,222686.869192131,1064430.0,112119.0
23762,Avalon Willow,Multifamily,Multifamily,40.956649,-73.738687,2000.0,746 Mamaroneck Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10543-1985,Westchester,227.0,number_of_units,231964.753280582,1299618.0,89295.0
30307,The Avalon,Multifamily,Multifamily,40.940339,-73.836098,1999.0,125 Parkway Road,NY,"New York-Newark-Jersey City, NY-NJ-PA",10708-3608,Westchester,110.0,number_of_units,296253.473954725,2652083.0,67489.0
44537,Avalon at Florham Park,Multifamily,Multifamily,40.78387,-74.37523,2001.0,One Florence Drive,NJ,"New York-Newark-Jersey City, NY-NJ-PA",07932-1535,Morris,270.0,number_of_units,141015.876073822,984762.0,103704.0
46490,Avalon at Edgewater,Multifamily,Multifamily,40.820258,-73.978586,2002.0,100 River Mews Lane,NJ,"New York-Newark-Jersey City, NY-NJ-PA",07020-3101,Bergen,168.0,number_of_units,152385.353046039,6475103.0,70737.0
58544,Avalon Riverview,Multifamily,Multifamily,40.74509,-73.95725,2002.0,4-75 48th Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",11101-5501,Queens,372.0,number_of_units,440793.265111201,7935988.0,68039.0
65905,Avalon at Glen Cove,Multifamily,Multifamily,40.86223,-73.63069,2004.0,1100 Avalon Square,NY,"New York-Newark-Jersey City, NY-NJ-PA",11542-2877,Nassau,256.0,number_of_units,273425.232098769,751677.0,123285.0
147439,Avalon North Bergen,Multifamily,Multifamily,40.790223,-74.023739,2012.0,5665 Kennedy Boulevard,NJ,"New York-Newark-Jersey City, NY-NJ-PA",07047-3223,Hudson,164.0,number_of_units,166438.331714229,6463551.0,70482.0
147440,Avalon Willoughby Square/AVA DoBro,Multifamily,Multifamily,40.69185,-73.98502,2017.0,100 Willoughby Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",11201-4928,Kings,826.0,number_of_units,581779.682904355,6821439.0,71578.0
10003177,Avalon West Long Branch,Multifamily,Multifamily,40.292233,-74.026327,2011.0,10 Avalon Court,NJ,"New York-Newark-Jersey City, NY-NJ-PA",07764-1044,Monmouth,180.0,number_of_units,103598.900923299,302487.0,93009.0
10017028,Avalon at Wesmont Station I,Multifamily,Multifamily,40.861418,-74.089178,2012.0,100 Rosie Square,NJ,"New York-Newark-Jersey City, NY-NJ-PA",07075-7001,Bergen,266.0,number_of_units,175574.984971605,3896110.0,79529.0
10017030,Avalon Green II,Multifamily,Multifamily,41.052776,-73.829825,2012.0,Town Green Drive,NY,"New York-Newark-Jersey City, NY-NJ-PA",10523,Westchester,444.0,number_of_units,270080.375754341,848239.0,116535.0
10024585,Avalon Garden City,Multifamily,Multifamily,40.73492,-73.5975,2013.0,998 Stewart Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",11530-4814,Nassau,204.0,number_of_units,305310.894069008,1729218.0,109031.0
10027449,Avalon Hackensack at Riverside,Multifamily,Multifamily,40.908356,-74.031513,2013.0,414 Hackensack Avenue,NJ,"New York-Newark-Jersey City, NY-NJ-PA",07601-6309,Bergen,226.0,number_of_units,158452.327074177,3691107.0,68896.0
10030765,Avalon West Chelsea,Multifamily,Multifamily,40.75217,-74.00424,2015.0,282 11th Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10001-1253,New York,305.0,number_of_units,682658.074421,7531022.0,67519.0
10030768,Avalon Somerset,Multifamily,Multifamily,40.52323,-74.49841,2013.0,500 Bristol Boulevard,NJ,"New York-Newark-Jersey City, NY-NJ-PA",08873-1467,Somerset,384.0,number_of_units,163661.224031625,790258.0,94358.0
10031330,Avalon Huntington Station,Multifamily,Multifamily,40.85512,-73.39852,2014.0,1700 East 5th Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",11746-1906,Suffolk,303.0,number_of_units,276105.250727832,603063.0,118651.0
10031466,Avalon Bloomingdale,Multifamily,Multifamily,41.01682,-74.31381,2014.0,1000 Avalon Way,NJ,"New York-Newark-Jersey City, NY-NJ-PA",07403-2210,Passaic,174.0,number_of_units,146649.772530117,409472.0,109315.0
10042487,Avalon at Wesmont Station II,Multifamily,Multifamily,40.861631,-74.089565,2013.0,100 Rosie Square,NJ,"New York-Newark-Jersey City, NY-NJ-PA",07075-7001,Bergen,140.0,number_of_units,214404.892065256,3872404.0,79536.0
10043603,Avalon Clinton North,Multifamily,Multifamily,40.766552,-73.991678,2008.0,515 West 52nd Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10019-5266,New York,339.0,number_of_units,792188.408241741,7556153.0,67453.0
10043605,Avalon Clinton South,Multifamily,Multifamily,40.766183,-73.991845,2007.0,510 West 52nd Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10019-5283,New York,288.0,number_of_units,838816.549324418,7560630.0,67445.0
10038996,Avalon Westbury,Multifamily,Multifamily,40.742904,-73.590467,2006.0,1299 Corporate Drive,NY,"New York-Newark-Jersey City, NY-NJ-PA",11590-6621,Nassau,396.0,number_of_units,269226.152603058,1649020.0,110017.0
10038998,Avalon Midtown West,Multifamily,Multifamily,40.761946,-73.985933,1998.0,250 West 50th Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10019-6743,New York,550.0,number_of_units,775042.358356673,7676347.0,67658.0
10045561,Avalon Wharton,Multifamily,Multifamily,40.90803,-74.57329,2015.0,111 East Dewey Avenue,NJ,"New York-Newark-Jersey City, NY-NJ-PA",07885,Morris,247.0,number_of_units,146315.101956572,340579.0,113423.0
10045562,Avalon Ossining,Multifamily,Multifamily,41.17385,-73.86719,2014.0,217 North Highland Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10562-2900,Westchester,168.0,number_of_units,314029.377137509,443718.0,113406.0
10061361,Avalon Bloomfield Station,Multifamily,Multifamily,40.79289,-74.19887,2015.0,300 Glenwood Avenue,NJ,"New York-Newark-Jersey City, NY-NJ-PA",07003-2962,Essex,224.0,number_of_units,210831.313237224,2306509.0,72922.0
10063015,Avalon Roseland,Multifamily,Multifamily,40.815909,-74.320971,2015.0,55 Locust Avenue,NJ,"New York-Newark-Jersey City, NY-NJ-PA",07068,Essex,136.0,number_of_units,263281.370373169,1311798.0,91020.0
10073367,Avalon Princeton,Multifamily,Multifamily,40.35677,-74.66171,2017.0,100 Albert Way,NJ,"Trenton, NJ",08540-3202,Mercer,280.0,number_of_units,227000.83666999,368248.0,114856.0
10082168,Avalon Brooklyn Bay,Multifamily,Multifamily,40.58646,-73.95344,2018.0,1501 Voorhies Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",11235-3912,Kings,180.0,number_of_units,506785.422584876,3590049.0,66978.0
10087631,Avalon Union,Multifamily,Multifamily,40.70824,-74.2784,2016.0,2400 Vauxhall Road,NJ,"New York-Newark-Jersey City, NY-NJ-PA",07083-8515,Union,202.0,number_of_units,305293.383228076,1747436.0,81822.0
10087632,Avalon Green III,Multifamily,Multifamily,41.05454,-73.83227,2016.0,500 Town Green Drive,NY,"New York-Newark-Jersey City, NY-NJ-PA",10523-1571,Westchester,68.0,number_of_units,273409.515636701,836206.0,117242.0
10088066,Avalon Great Neck,Multifamily,Multifamily,40.79591,-73.7125,2017.0,240 East Shore Road,NY,"New York-Newark-Jersey City, NY-NJ-PA",11023-2404,Nassau,191.0,number_of_units,430942.380836441,3102137.0,78114.0
10109860,Avalon Hoboken,Multifamily,Multifamily,40.74791,-74.03693,2008.0,800 Madison Street,NJ,"New York-Newark-Jersey City, NY-NJ-PA",07030-6492,Hudson,217.0,number_of_units,302991.966229111,6879009.0,68870.0
10109863,Avalon Rockville Centre II,Multifamily,Multifamily,40.65963,-73.65058,2017.0,80 North Centre Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",11570-3903,Nassau,165.0,number_of_units,297547.540416089,1969206.0,96039.0
10111080,AVA High Line,Multifamily,Multifamily,40.75162,-74.00341,2015.0,525 West 28th Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10001-6611,New York,405.0,number_of_units,704504.337079996,7545205.0,67530.0
